OBJECTID,maint_id,map_id,meta_id,media_id,coord_id,care_typ_d,grnd_name,grnd_desc,narrative,area_size,area_u_d,perim,perim_u_d,project_id,user_flag,instln_id,facil_id,grid_value,coord_x,coord_y,coord_z,acc_type_d,SHAPE_Length,SHAPE_Area,Responsibility,ResponsibilityAO,GlobalID,Brigade
5017,RILEY21337,,,,,,Camp Whitside,MEDDAC-LD,Improved,0.007664108,ACR,88.88940089,FT,,,20605,,,692471.7796,4327881.721,,,27.09354358,31.01554578,MEDDAC,,{735BC7BC-F826-4DFF-B2DF-5C2803C7792A},
5018,RILEY21338,,,,,,Camp Whitside,MEDDAC-LD,Improved,0.003853717,ACR,50.69976756,FT,,,20605,,,692508.6228,4327837.515,,,15.45332006,15.59543967,MEDDAC,,{6FABC5ED-1C7B-4715-80FA-57BDDC0C2780},
5019,RILEY21339,,,,,,Camp Whitside,MEDDAC-LD,Improved,0.007744912,ACR,97.84537614,FT,,,20605,,,692517.3548,4327842.845,,,29.82333029,31.34254573,MEDDAC,,{CC4FD31A-6D28-4287-9D33-181B614C6C3C},
5020,RILEY21340,,,,,,Camp Whitside,MEDDAC-LD,Improved,0.00300937,ACR,46.06381914,FT,,,20605,,,692514.1741,4327829.116,,,14.04028015,12.17849023,MEDDAC,,{312DE45D-C105-4A50-A6EB-27F56550E911},
5021,RILEY21341,,,,,,Camp Whitside,MEDDAC-LD,Improved,0.008818111,ACR,98.87294336,FT,,,20605,,,692523.0472,4327834.744,,,30.13653341,35.68563107,MEDDAC,,{7B23A042-622A-47FB-8BE5-1595CD57986F},
5022,RILEY21350,,,,,,Camp Whitside,NO MOW,Unimproved,0.283961216,ACR,1878.643414,FT,,,20605,,,692875.0274,4328527.984,,,572.6116579,1149.150348,NO MOW,,{C4C2884A-1EE2-4CF4-BC6B-17D48622753F},
5023,RILEY21351,,,,,,Camp Funston,NG,Improved,0.308598557,ACR,897.1353043,FT,,,20605,,,696709.6638,4329890.726,,,273.4473876,1248.854052,PWKevin,,{85FBCE3B-F3AB-489A-8CCB-FD72C279B959},
5024,RILEY21353,,,,,,Camp Funston,Type-B,Improved,0.022942254,ACR,231.742907,FT,,,20605,,,697001.9852,4330540.191,,,70.63537934,92.84400758,PWKevin,,{336E5063-4F19-403F-82F3-39ACB0877E56},
5025,RILEY21354,,,,,,Camp Funston,Type-B,Improved,0.009559677,ACR,85.78065757,FT,,,20605,,,696997.0865,4330537.08,,,26.14599672,38.68664152,PWKevin,,{84B20DA1-59CA-4825-A8FC-E3F66A18BBC0},
5026,RILEY21355,,,,,,Camp Funston,Type-B,Improved,0.008165335,ACR,78.25579199,FT,,DRMO,20605,,,697041.8834,4330502.734,,,23.8524131,33.04393689,PWKevin,,{86762679-3B38-40BA-9ADB-84E176AD64BF},
5027,RILEY21357,,,,,,Camp Funston,PW-D,Semi Improved,0.006702254,ACR,122.0278214,FT,,,20605,,,697135.1451,4329927.786,,,37.19415436,27.1230604,PWKevin,,{E5113185-C8B1-431F-895C-6FAD0388AC77},
5028,RILEY21358,,,,,,Camp Funston,PW-D,Semi Improved,0.006121356,ACR,108.4374446,FT,,,20605,,,697106.2154,4329912.274,,,33.0517992,24.77224768,PWKevin,,{514E6E05-D858-4737-9863-DA15009E2C36},
5029,RILEY21359,,,,,,Camp Funston,Type-B,Improved,0.005943158,ACR,108.8322864,FT,,,20605,,,697077.4471,4329896.957,,,33.17214724,24.05110614,PWKevin,,{506FD1E8-7964-41F8-B69C-C84EF4CE8B42},
5030,RILEY21361,,,,,,Camp Funston,Type-B,Improved,0.005046251,ACR,111.340216,FT,,,20605,,,697049.3485,4329881.746,,,33.93656572,20.4214552,PWKevin,,{AD8558F7-AB97-4A34-A05F-817479699280},
5031,RILEY21363,,,,,,Camp Funston,Type-B,Improved,0.638144764,ACR,2268.195551,FT,,,20605,,,696812.2648,4330680.666,,,691.3473866,2582.480237,PWKevin,,{7DC23603-DC27-4B3D-9E2F-EB8FD3C9046C},
5034,RILEY21366,,,,,,Custer Hill Family,PW-14 Day,Improved,0.142124503,ACR,797.453425,FT,,,20605,,,689013.4165,4329854.476,,,243.0642901,575.1574572,PWKevin,,{C6B7AAD1-A69A-4A84-80CE-2DBA0E3529FC},
5035,RILEY21370,,,,,,Custer Hill Beddown,PW-14 Day,Improved,0.005829064,ACR,62.75583289,FT,,,20605,,,688079.8903,4329604.31,,,19.12801612,23.58938551,Troop,8616,{610CAA79-CDDA-4E4E-AC9C-91BF997B843B},1 BDE
5039,RILEY21378,,,,,,Camp Forsyth,Type-B,Improved,1.372731716,ACR,1460.388941,FT,,,20605,,,689148.4787,4326955.21,,,445.1274393,5555.248163,PWKenny,,{630A11BD-E5C0-4C5A-920B-4888462ED1D6},
5040,RILEY21379,,,,,,Camp Forsyth,Type-B,Improved,0.959797452,ACR,1192.10718,FT,,,20605,,,689061.0374,4327004.616,,,363.3549953,3884.162481,PWKenny,,{AD34FF07-4FDC-4E92-BAAB-C166BF97CF22},
5041,RILEY21380,,,,,,Camp Forsyth,Type-B,Improved,1.557801676,ACR,1380.735799,FT,,,20605,,,689029.963,4326898.511,,,420.8491132,6304.199645,PWKenny,,{FA789225-5836-4208-A36D-C815B3D0E462},
5042,RILEY21381,,,,,,Camp Forsyth,Type-B,Improved,0.788002461,ACR,1069.988271,FT,,,20605,,,689116.6539,4326865.233,,,326.1330772,3188.93282,PWKenny,,{A7618418-2B0F-4C0E-AF0F-4D698E0FA627},
5043,RILEY21383,,,,,,Camp Forsyth,Type-B,Improved,5.003585857,ACR,8055.081521,FT,,,20605,,,689008.7649,4326955.145,,,2455.193758,20248.79412,PWKenny,,{D8A16927-1A43-48B3-AD03-ED2F2F93556A},
5044,RILEY21385,,,,,,Camp Forsyth,Type-A,Improved,0.020079675,ACR,128.7081073,FT,,,20605,,,689553.7774,4326767.881,,,39.23030956,81.2595599,PWKenny,,{259DC2D3-A923-426D-9CA7-299B13E96905},
5045,RILEY21387,,,,,,Camp Forsyth,Type-A,Improved,0.02052415,ACR,127.9026501,FT,,,20605,,,689543.2215,4326772.538,,,38.98480571,83.05828973,PWKenny,,{098A6A56-E3B7-46F2-ACAE-BF998F61D2C0},
5046,RILEY21388,,,,,,Camp Forsyth,Type-A,Improved,0.291946305,ACR,616.9581386,FT,,,20605,,,689569.2626,4326817.199,,,188.0492167,1181.464779,PWKenny,,{B90373C7-D96E-4956-86B0-816ED1064085},
5047,RILEY21391,,,,,,Camp Forsyth,Type-A,Improved,0.297310236,ACR,607.4407704,FT,,,20605,,,689462.3186,4326776.355,,,185.1483171,1203.171857,PWKenny,,{F8A80E51-DC2E-47D6-A3BB-00B74AD3EF95},
5048,RILEY21393,,,,,,Camp Forsyth,Type-A,Improved,0.306472887,ACR,611.0965976,FT,,,20605,,,689503.9391,4326669.614,,,186.2626155,1240.251772,PWKenny,,{9BA1D297-765B-4B19-A9FC-847925D076F5},
5049,RILEY21394,,,,,,Camp Forsyth,Type-A,Improved,0.130653503,ACR,453.1675586,FT,,,20605,,,689611.7932,4326716.76,,,138.1257481,528.7359681,PWKenny,,{C809C213-BB06-42BE-8FC8-A26C555B72A9},
5050,RILEY21395,,,,,,Camp Forsyth,Type-A,Improved,0.131061315,ACR,451.6474361,FT,,,20605,,,689606.8018,4326705.265,,,137.6624139,530.3863263,PWKenny,,{E0F700A1-F551-4740-9986-B5A745C69A0E},
5051,RILEY21396,,,,,,Main Post,PW-14 Day,Improved,0.286814792,ACR,997.4414653,FT,,,20605,,,691831.7239,4326461.667,,,304.0207667,1160.698283,PWKevin,,{0811FF5B-4284-46D4-9831-BD3B622BF09A},
5052,RILEY21398,,,,,,Main Post,PW-LAND,Improved,0.011614262,ACR,214.2726074,FT,,,20605,,,691845.5982,4326535.785,,,65.31042135,47.00125139,PWKevin,,{D4FF3A30-529B-4A8C-B631-3BEE1E2BCF05},
5053,RILEY21399,,,,,,Main Post,PW-LAND,Improved,0.007604379,ACR,120.936799,FT,,,20605,,,691852.7069,4326538.875,,,36.86161006,30.77382978,PWKevin,,{C2228C5F-EB0C-440F-8A95-22C5331F367F},
5054,RILEY21400,,,,,,Main Post,PW-LAND,Improved,0.003509991,ACR,105.8972585,FT,,,20605,,,691873.2906,4326556.39,,,32.27754896,14.20442885,PWKevin,,{6BB99F18-47A8-471C-9A1C-963B8E0784A1},
5055,RILEY21401,,,,,,Main Post,PW-14 Day,Improved,0.896324398,ACR,3230.770347,FT,,,20605,,,691925.5623,4326359.721,,,984.7407754,3627.295095,PWKevin,,{B9ED0D5E-C39C-4B50-AB1A-60487120677F},
5056,RILEY21402,,,,,,Main Post,PW-LAND,Improved,0.011961071,ACR,188.9650188,FT,,,20605,,,691859.711,4326421.974,,,57.59665291,48.40473517,PWKevin,,{7889EE5A-149E-4301-9077-62111CE42638},
5057,RILEY21403,,,,,,Main Post,PW-LAND,Improved,0.009833731,ACR,166.935528,FT,,,20605,,,691865.0819,4326420.953,,,50.88205082,39.79557957,PWKevin,,{1E7CE913-0F15-4EAB-B5AA-BE77E2D32533},
5058,RILEY21405,,,,,,Main Post,PW-14 Day,Improved,0.328723984,ACR,734.2296241,FT,,,20605,,,692011.4988,4326305.718,,,223.793637,1330.298765,PWKevin,,{C3391980-4698-4CE8-8357-6F70064F2572},
5059,RILEY21418,,,,,,Camp Forsyth,FRUS,Improved,0.020993688,ACR,190.6517455,FT,,,20605,,,689238.7089,4326939.611,,,58.11076824,84.95843928,FRUS,,{5AD01AFC-02A0-4CC1-8A80-FBDF3148ED67},
5060,RILEY21419,,,,,,Camp Forsyth,FRUS,Improved,0.234430158,ACR,596.2343125,FT,,,20605,,,689402.7775,4326770.504,,,181.7325819,948.7051895,FRUS,,{61296D8E-D866-43F5-B49A-2740568E84D9},
5061,RILEY21420,,,,,,Camp Forsyth,FRUS,Improved,0.088636975,ACR,434.8283714,FT,,,20605,,,689638.6624,4326605.202,,,132.5359527,358.701112,FRUS,,{FA95EEC8-D98E-4584-8EBE-C7BE13B73C27},
5062,RILEY21422,,,,,,Camp Forsyth,PW-D,Semi Improved,5.613323728,ACR,3932.121743,FT,,,20605,,,689391.8446,4326860.937,,,1198.513104,22716.31518,PWKevin,,{DD5BE438-5E52-4C10-A8CD-49F0C2C8C183},
5063,RILEY21423,,,,,,Camp Forsyth,FRUS,Improved,0.067053588,ACR,317.4928926,FT,,,20605,,,689840.8137,4326605.52,,,96.77202722,271.3562452,FRUS,,{8131299F-FFB5-41E9-A613-BA92B2D15896},
5064,RILEY21424,,,,,,Camp Forsyth,FRUS,Improved,0.154959463,ACR,404.9227899,FT,,,20605,,,689691.5597,4326429.221,,,123.4207132,627.0986897,FRUS,,{0BD13057-B545-4962-84FB-674AB3A79976},
5065,RILEY21425,,,,,,Camp Forsyth,FRUS,Improved,0.39874836,ACR,676.6865228,FT,,,20605,,,689889.134,4326397.575,,,206.2544647,1613.677361,FRUS,,{DA956DF3-8416-4A81-B3B7-08C0402CAF10},
5066,RILEY21426,,,,,,Camp Funston,Type-D,Semi Improved,1.142452443,ACR,2005.450978,FT,,,20605,,,695896.4865,4330352.853,,,611.2626806,4623.341007,PWKevin,,{7F926029-9272-42BD-A655-B9B09AB3F5B8},
5067,RILEY21433,,,,,,Camp Forsyth,Type-A,Improved,0.084821597,ACR,555.4142431,FT,,,20605,,,688044.4193,4326318.047,,,169.2905999,343.2608259,PWKenny,,{26E84250-37B9-40B6-BB7E-B3C6F43B0C73},
5068,RILEY21435,,,,,,Custer Hill Family,BPA-LAND,Improved,0.002260688,ACR,49.30394065,FT,,,20605,,,690548.667,4328280.079,,,15.02787117,9.148680774,PWKevin,,{BD839250-07E0-4AD8-9911-F91940180C62},
5069,RILEY21436,,,,,,Custer Hill Family,BPA-LAND,Improved,0.002310288,ACR,49.6331733,FT,,,20605,,,690556.7446,4328275.588,,,15.12822148,9.349405569,PWKevin,,{AC7AA5A5-A2E4-4702-9B45-56DA5F150E21},
5070,RILEY21438,,,,,,Custer Hill Family,Type-A,Improved,0.174394788,ACR,1477.956898,FT,,,20605,,,690512.915,4328236.587,,,450.4821635,705.7506695,PWKevin,,{E834FA86-3AB3-4F5C-8B50-577A0058AEF6},
5071,RILEY21439,,,,,,Custer Hill Family,Type-A,Improved,0.348650974,ACR,578.2753141,FT,,,20605,,,689558.9064,4328817.193,,,176.2586683,1410.940432,PWKenny,,{6A3824B4-8CEA-49D2-868A-1EFB3DF3D80F},
5072,RILEY21440,,,,,,Custer Hill Family,Type-A,Improved,0.202231539,ACR,406.4013746,FT,,,20605,,,689662.8018,4328859.819,,,123.8713867,818.4020021,PWKenny,,{7C829DDC-5F14-4CA6-9B7E-07B0831D002C},
5073,RILEY21453,,,,,,Main Post,PW-14 Day,Improved,0.111028542,ACR,491.2982753,FT,,,20605,,,691985.4641,4326280.948,,,149.7480138,449.3165671,PWKevin,,{C278BBAF-8614-4113-8887-1FC8A5E66CAF},
5074,RILEY21461,,,,,,Camp Forsyth,PW-14 Day,Improved,0.528707473,ACR,1367.967816,FT,,,20605,,,687421.1643,4326909.569,,,416.9574242,2139.603233,PWKevin,,{24F42547-D474-4C94-9D1F-40472C23A398},
5075,RILEY21467,,,,,,Camp Forsyth,PW-LAND,Improved,0.397802795,ACR,1332.437742,FT,,,20605,,,687461.0138,4326944.357,,,406.1278359,1609.850797,PWKevin,,{739AF345-3731-483F-8DC2-95641DB987F4},
5076,RILEY21468,,,,,,Camp Forsyth,PW-LAND,Improved,0.014764668,ACR,117.9206961,FT,,,20605,,,687417.4217,4326985.977,,,35.94230005,59.75049029,PWKevin,,{4A0E67AC-C3A6-456A-9D0A-5D84BD1206ED},
5077,RILEY21469,,,,,,Camp Forsyth,PW-LAND,Improved,0.043969624,ACR,552.8967303,FT,,,20605,,,687401.044,4326982.296,,,168.5232605,177.9387555,PWKevin,,{34BE6B7D-E8B3-41C2-874D-494E4F22121D},
5078,RILEY21470,,,,,,Camp Forsyth,PW-LAND,Improved,0.018432714,ACR,139.597831,FT,,,20605,,,687398.3112,4326951.088,,,42.54950398,74.59454675,PWKevin,,{E3B78CD1-699F-4EEE-9748-1D7A99381E38},
5079,RILEY21471,,,,,,Camp Forsyth,PW-LAND,Improved,0.013985878,ACR,115.680509,FT,,,20605,,,687445.8636,4326934.143,,,35.25948966,56.59883916,PWKevin,,{CBCD5A39-2DB7-4321-B0BD-340A00DC0C06},
5080,RILEY21472,,,,,,Camp Forsyth,PW-LAND,Improved,0.169006648,ACR,304.5453465,FT,,,20605,,,687428.2436,4326958.148,,,92.82560727,683.9456406,PWKevin,,{CE1AB262-9CEC-4333-8BF5-992A0127165C},
5081,RILEY21473,,,,,,Camp Forsyth,PW-LAND,Improved,0.091843709,ACR,594.3343189,FT,,,20605,,,687426.3256,4326928.261,,,181.1534627,371.6783047,PWKevin,,{D836C154-DFA4-4C57-BE46-2895D9EF4563},
5082,RILEY21512,,,,,,Camp Funston,Type-E,Semi Improved,1.193710222,ACR,4870.492451,FT,,,20605,,,697783.4893,4329756.827,,,1484.529068,4830.773648,PWKevin,,{071AA4D2-FE4B-4459-A7EA-579607EBC9A9},
5083,RILEY21517,,,,,,Camp Funston,Type-E,Semi Improved,1.356761367,ACR,5902.969012,FT,,,20605,,,697713.8821,4329769.162,,,1799.228553,5490.626154,PWKevin,,{B7A31DAE-54A6-41E8-8E01-3703E9E187CB},
5084,RILEY21524,,,,,,Camp Funston,Type-E,Semi Improved,0.884039166,ACR,3767.17385,FT,,,20605,,,697449.7343,4331344.438,,,1148.236886,3577.579575,PWKevin,,{B2D66CDF-C789-4908-BD66-37896396AF5C},
5085,RILEY21525,,,,,,Camp Funston,Type-E,Semi Improved,0.863259056,ACR,3763.951363,FT,,,20605,,,697453.2288,4331339.246,,,1147.25467,3493.485454,PWKevin,,{00BC457D-BAEE-4BD8-A30F-A4A40D697B1F},
5086,RILEY21531,,,,,,Camp Funston,Type-E,Semi Improved,5.836395865,ACR,12799.70953,FT,,,20605,,,697012.8846,4332931.338,,,3901.359267,23619.05609,PWKevin,,{EF28AD6E-09DB-4A24-8904-B39569292430},
5087,RILEY21543,,,,,,Marshall Army Airfield,NO MOW,Unimproved,2.09677691,ACR,1295.763744,FT,,,20605,,,693184.6721,4323754.425,,,394.9495792,8485.355104,NO MOW,,{E57DCAE3-29B5-4446-9EA7-EFD8311929A4},
5088,RILEY21547,,,,,,Marshall Army Airfield,Type-E,Semi Improved,1.611496456,ACR,12066.91102,FT,,,20605,,,693557.0268,4324089.402,,,3678.001834,6521.492688,PWKevin,,{71072257-1B10-4497-8E6B-1FB22023C58C},
5089,RILEY21549,,,,,,Marshall Army Airfield,Type-E,Semi Improved,0.736264818,ACR,5287.236846,FT,,,20605,,,693405.7926,4323843.098,,,1611.553014,2979.561762,PWKevin,,{AC8D2174-4A55-4B8D-A46F-A69921C68EC0},
5090,RILEY21567,,,,,,Marshall Army Airfield,NO MOW,Unimproved,0.612596989,ACR,2842.358509,FT,,,20605,,,694527.0747,4325430.287,,,866.3526061,2479.092058,NO MOW,,{43F5727A-6C50-49D1-AAED-46510B8F3EAB},
5091,RILEY21575,,,,,,Marshall Army Airfield,Type-E,Semi Improved,0.896336649,ACR,6636.712163,FT,,,20605,,,694442.9571,4325303.194,,,2022.873913,3627.345726,PWKevin,,{3CAC9C51-D3E4-4247-B7CD-B303780CEF8E},
5092,RILEY21582,,,,,,Marshall Army Airfield,Type-E,Semi Improved,0.288091586,ACR,2146.433287,FT,,,20605,,,694618.7686,4325596.601,,,654.2341743,1165.865284,PWKevin,,{22E7686D-EAF5-4A60-9874-76EDFE2C12D1},
5093,RILEY21623,,,,,,Custer Hill Family,USD 475,Improved,0.141072589,ACR,391.1970936,FT,,,20605,,,690623.9795,4328621.902,,,119.2371126,570.9005109,USD 475,,{C2D3B465-3AB2-4396-9CA1-93CCF2F4286E},
5094,RILEY21624,,,,,,Custer Hill Family,USD 475,Improved,0.027144908,ACR,179.0947612,FT,,,20605,,,690640.8563,4328636.123,,,54.58819239,109.851544,USD 475,,{53FE2E97-8B10-4684-86A8-5C989845C9C6},
5095,RILEY21628,,,,,,Custer Hill Family,USD 475,Improved,0.166004153,ACR,650.5901314,FT,,,20605,,,690608.8481,4328669.285,,,198.3002687,671.7949745,USD 475,,{09231D3F-CC73-4FB6-A6B2-27CEADC28034},
5096,RILEY21636,,,,,,Custer Hill Family,USD 475,Improved,0.12134971,ACR,735.130661,FT,,,20605,,,690590.7978,4328696.356,,,224.0682736,491.0848548,USD 475,,{B1B426BB-86B0-4A9C-87A6-AC2BD5A2C2E7},
5097,RILEY21641,,,,,,Main Post,Pasture,Unimproved,1.110624896,ACR,903.7911391,FT,5,CGMCG,20605,,,692736.8795,4325959.193,,,275.4760901,4494.539494,Pasture,,{703D3CB3-7F3E-4F2F-BEC4-78D65510AEA4},
5098,RILEY21642,,,,,,Main Post,Pasture,Unimproved,1.222373879,ACR,959.3157184,FT,Riding Stable,CGMCG,20605,,,692684.4734,4325933.31,,,292.4000158,4946.771583,Pasture,,{2DC141A5-4E90-44FC-9468-F81248430E5E},
5099,RILEY21643,,,,,,Custer Hill Family,UNKNOWN,Improved,0.005061202,ACR,60.56038726,FT,,,20605,,,690067.378,4329789.582,,,18.45884296,20.48195812,PWKenny,,{4CBD2511-A317-4368-B0C3-3B1D09C0F5A8},
5100,RILEY21654,,,,,,Camp Funston,Pasture,Unimproved,9.247961426,ACR,2678.03697,FT,0-5,CGMCG,20605,,,696972.9753,4331259.933,,,816.2673011,37425.17209,Pasture,,{DA8AA602-C5AB-4550-88C2-FDC7041F600B},
5101,RILEY21655,,,,,,Camp Funston,Pasture,Unimproved,9.217463803,ACR,2620.964007,FT,0-4,CGMCG,20605,,,696795.2398,4331172.048,,,798.8714271,37301.75259,Pasture,,{503756B3-7B01-4C9D-A32C-68A0F222BDDA},
5102,RILEY21656,,,,,,Camp Funston,Pasture,Unimproved,8.450728602,ACR,2513.721408,FT,0-3,CGMCG,20605,,,696610.4594,4331085.308,,,766.1838174,34198.88532,Pasture,,{8F0F3A12-B711-4D10-AA81-7F55F5505263},
5103,RILEY21657,,,,,,Camp Funston,Pasture,Unimproved,6.648621508,ACR,2254.398732,FT,0-1,CGMCG,20605,,,696271.9015,4330914.021,,,687.1421077,26906.01665,Pasture,,{EE89E1CC-96E5-41C2-8053-78D41E9B02F0},
5104,RILEY21660,,,,,,Custer Hill Family,PW-14 Day,Improved,0.054216357,ACR,222.2991982,FT,,,20605,,,690479.0015,4329513.431,,,67.75693112,219.4058142,PWKevin,,{1E4CA9C3-8A0F-4370-94D8-46BEC84C2C6E},
5105,RILEY21661,,,,,,Custer Hill Family,PW-14 Day,Improved,0.020584318,ACR,122.9112728,FT,,,20605,,,690498.5281,4329511.917,,,37.46343089,83.30177899,PWKevin,,{A1CEAE02-EC96-4929-AC8E-A20AA1E0278C},
5106,RILEY21685,,,,,,Camp Funston,Type-B,Improved,0.029795914,ACR,176.4515681,FT,,,20605,,,696844.4745,4330721.029,,,53.78254551,120.5797877,PWKevin,,{E89674F6-95C8-4965-880B-B1B0E75EC4D3},
5107,RILEY21686,,,,,,Main Post,Type-B LAND,Improved,0.005293803,ACR,110.6151772,FT,,,20605,,,692303.1313,4326169.95,,,33.71557345,21.42326235,PWKevin,,{B226E27E-518C-4747-872D-6B965A08BB05},
5108,RILEY21688,,,,,,Main Post,Type-B LAND,Improved,0.005432653,ACR,114.1850958,FT,,,20605,,,692286.415,4326176.074,,,34.8036868,21.98516862,PWKevin,,{51D88ADA-9695-4F8C-8542-1F304094E38F},
5109,RILEY21697,,,,,,Camp Funston,AMC,Improved,0.196025313,ACR,625.1298371,FT,,,20605,,,696102.0197,4329276.732,,,190.5399554,793.2862958,AMC,,{B30D3049-A920-41FA-9ADF-A22D9895EB6B},
5110,RILEY21699,,,,,,Camp Funston,ECS,Improved,0.913250231,ACR,2530.092785,FT,,,20605,,,695960.5343,4329288.767,,,771.1738232,3695.792562,PWKevin,,{AC8FF4E2-426B-45E1-A6FB-4EED0D96E206},
5111,RILEY21700,,,,,,Camp Funston,PW-14 Day,Improved,0.441429844,ACR,2432.459662,FT,,,20605,,,696358.7108,4329261.554,,,741.4151879,1786.403197,PWKevin,,{35040C67-B1EF-43B7-BC7C-E04CA564414C},
5112,RILEY21703,,,,,,Camp Funston,AMC,Improved,0.005847848,ACR,71.33993778,FT,,,20605,,,696230.2017,4330226.11,,,21.74445653,23.66540168,AMC,,{D262274E-371B-49B6-A6B0-8B23389A669C},
5113,RILEY21705,,,,,,Camp Funston,Type-B,Improved,0.002221888,ACR,40.91657176,FT,,,20605,,,696327.3347,4330241.62,,,12.47139601,8.991662101,PWKevin,,{86A6EDB0-534F-4C55-A654-B6B3679BD9BD},
5114,RILEY21706,,,,,,Camp Funston,Type-B,Improved,0.087478407,ACR,457.6268489,FT,,,20605,,,696350.4366,4330228.754,,,139.4849425,354.012552,PWKevin,,{A86E6A8D-5455-452E-8AC7-A94090E79C2F},
5115,RILEY21708,,,,,,Camp Funston,Type-D,Semi Improved,0.011174227,ACR,148.4036527,FT,,,20605,,,696069.9736,4329928.479,,,45.23352381,45.22049265,PWKevin,,{2E5EE051-ED77-47C4-BBCB-9D1768E1FAF7},
5116,RILEY21710,,,,,,Camp Funston,Type-B,Improved,2.560265741,ACR,1489.397549,FT,,,20605,,,696171.4898,4329940.334,,,453.9692808,10361.02786,PWKevin,,{D771F694-CDFC-41CF-967E-C5C7F0647DE7},
5117,RILEY21716,,,,,,Camp Funston,NG,Improved,0.007828441,ACR,71.59982489,FT,,,20605,,,696834.8555,4330186.182,,,21.82367027,31.68057854,PWKevin,,{DC3E4B07-5B25-4670-96F0-84DCA668C5DD},
5118,RILEY21717,,,,,,Camp Funston,NG,Improved,0.025145458,ACR,130.4077381,FT,,,20605,,,696527.8586,4329960.516,,,39.74835805,101.7600591,PWKevin,,{6D937C54-62BE-432E-A1F7-9146DA8851C8},
5119,RILEY21718,,,,,,Camp Funston,HAYLEASE,Unimproved,45.6814241,ACR,5715.962731,FT,,,20605,,,697345.0244,4331483.913,,,1742.228925,184866.1645,HAYLEASE,,{017565A9-FB58-4FFA-BE28-FBD5DEAF051C},
5120,RILEY21719,,,,,,Camp Funston,HAYLEASE,Unimproved,1.083252607,ACR,2626.941515,FT,,,20605,,,696827.7191,4331308.321,,,800.6933746,4383.777605,HAYLEASE,,{F02CEF51-64F8-4E6C-8F7D-9CE902C18192},
5121,RILEY21720,,,,,,Camp Funston,PW-14 Day,Improved,0.012858778,ACR,99.68013966,FT,,,20605,,,696653.9443,4331219.01,,,30.38256733,52.0376293,PWKevin,,{4CD3224F-66E0-4BAA-8F3F-7C2E90065A95},
5122,RILEY21723,,,,,,Camp Funston,NO MOW,Unimproved,0.315402665,ACR,1037.405536,FT,,,20605,,,696939.9701,4331365.766,,,316.2018398,1276.389301,NO MOW,,{02203C36-5110-4199-AD98-3029F752133D},
5123,RILEY21724,,,,,,Camp Funston,Type-B,Improved,0.089032257,ACR,257.1057294,FT,,,20605,,,697283.0398,4329700.014,,,78.36598305,360.3007623,PWKevin,,{CE2D2217-E09D-4E9A-B68A-C7806604CBCE},
5124,RILEY21725,,,,,,Camp Funston,Type-B,Improved,0.00218739,ACR,109.174111,FT,,,20605,,,697319.0374,4329738.392,,,33.27633559,8.852052054,PWKevin,,{8F1A9F8C-2B02-40CE-8A9A-47A4C1E3641E},
5125,RILEY21727,,,,,,Camp Funston,NG,Improved,0.434241438,ACR,548.8427088,FT,,,20605,,,696927.6196,4330397.972,,,167.2875922,1757.312752,PWKevin,,{D6F79B14-633F-474F-8326-70269D940AF2},
5126,RILEY21730,,,,,,Camp Whitside,PW-14 Day,Improved,0.029318714,ACR,247.5623161,FT,,,20605,,,693591.3622,4328719.887,,,75.45714486,118.6486263,PWKevin,,{E7287409-15C7-4208-8A0E-3C0670221B8E},
5127,RILEY21731,,,,,,Camp Whitside,PW-14 Day,Improved,0.035663244,ACR,276.6102296,FT,,,20605,,,693615.8266,4328743.7,,,84.31096659,144.3240297,PWKevin,,{FF31214A-2528-4B5A-B7C8-F2B0765420A4},
5128,RILEY21732,,,,,,Camp Whitside,PW-14 Day,Improved,0.016112782,ACR,150.8261317,FT,,,20605,,,693565.2017,4328707.85,,,45.97189689,65.20611718,PWKevin,,{478D45A4-41DA-4DAC-B755-334FD5BA5D4F},
5129,RILEY21735,,,,,,Camp Whitside,PW-14 Day,Improved,0.04507344,ACR,322.8124187,FT,,,20605,,,693590.992,4328771.897,,,98.39342199,182.4057393,Troop,686,{08498875-E5FC-455D-ACD4-F1022C524133},CAB
5130,RILEY21744,,,,,,Camp Whitside,PW-14 Day,Improved,0.051630631,ACR,350.0812704,FT,,,20605,,,693478.8952,4328811.153,,,106.7050963,208.9417504,Troop,686,{65DEC7FA-EF4C-42AE-BA2E-AADCA3B0A026},CAB
5131,RILEY21746,,,,,,Camp Whitside,PW-14 Day,Improved,0.056089156,ACR,300.2757381,FT,,,20605,,,693523.1088,4328790.49,,,91.52422802,226.9847593,Troop,686,{26967DEB-019E-42C7-859B-925B03EBB315},CAB
5132,RILEY21748,,,,,,Camp Whitside,PW-14 Day,Improved,0.026285368,ACR,164.6210531,FT,,,20605,,,693550.8488,4328774.538,,,50.17659732,106.3731089,Troop,686,{73CEEF8C-9B4E-48A0-AF9A-8D09CD108FD6},CAB
5133,RILEY21750,,,,,,Camp Whitside,Type-B,Improved,0.014555212,ACR,99.51918494,FT,,,20605,,,693284.4822,4328562.081,,,30.33350824,58.90285256,PWKevin,,{5D93C7B3-EE9A-4271-A166-F13CA6198543},
